"No.","Time","Source","Destination","Protocol","Length","Multiplex ID","NT Status","Info"
"1088","39.758064","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50995 [ACK] Seq=1 Ack=133 Win=64240 Len=0"
"1089","39.758238","172.16.156.130","10.128.0.243","TCP","66","","","50996  >  445 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM"
"1090","39.787356","10.128.0.243","172.16.156.130","TCP","58","","","445  >  50996 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"1091","39.787559","172.16.156.130","10.128.0.243","TCP","54","","","50996  >  445 [ACK] Seq=1 Ack=1 Win=64240 Len=0"
"1092","39.787699","172.16.156.130","10.128.0.243","TCP","186","","","50996  >  445 [PSH, ACK] Seq=1 Ack=1 Win=64240 Len=132 [TCP segment of a reassembled PDU]"
"1093","39.787801","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50996 [ACK] Seq=1 Ack=133 Win=64240 Len=0"
"1094","39.787924","172.16.156.130","10.128.0.243","TCP","66","","","50997  >  445 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM"
"1095","39.817802","10.128.0.243","172.16.156.130","TCP","58","","","445  >  50997 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"1096","39.818130","172.16.156.130","10.128.0.243","TCP","54","","","50997  >  445 [ACK] Seq=1 Ack=1 Win=64240 Len=0"
"1097","39.818325","172.16.156.130","10.128.0.243","TCP","186","","","50997  >  445 [PSH, ACK] Seq=1 Ack=1 Win=64240 Len=132 [TCP segment of a reassembled PDU]"
"1098","39.818408","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50997 [ACK] Seq=1 Ack=133 Win=64240 Len=0"
"1099","39.818705","172.16.156.130","10.128.0.243","TCP","66","","","50998  >  445 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM"
"1100","39.851179","10.128.0.243","172.16.156.130","TCP","58","","","445  >  50998 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"1101","39.851382","172.16.156.130","10.128.0.243","TCP","54","","","50998  >  445 [ACK] Seq=1 Ack=1 Win=64240 Len=0"
"1102","39.851547","172.16.156.130","10.128.0.243","TCP","186","","","50998  >  445 [PSH, ACK] Seq=1 Ack=1 Win=64240 Len=132 [TCP segment of a reassembled PDU]"
"1103","39.851629","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50998 [ACK] Seq=1 Ack=133 Win=64240 Len=0"
"1104","39.851874","172.16.156.130","10.128.0.243","TCP","66","","","50999  >  445 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM"
"1105","39.880110","10.128.0.243","172.16.156.130","TCP","58","","","445  >  50999 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"1106","39.880278","172.16.156.130","10.128.0.243","TCP","54","","","50999  >  445 [ACK] Seq=1 Ack=1 Win=64240 Len=0"
"1107","39.880457","172.16.156.130","10.128.0.243","SMB","191","64","STATUS_SUCCESS","Negotiate Protocol Request"
"1108","39.880544","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50999 [ACK] Seq=1 Ack=138 Win=64240 Len=0"
"1109","39.911826","10.128.0.243","172.16.156.130","SMB","185","64","STATUS_SUCCESS","Negotiate Protocol Response"
"1110","39.912121","172.16.156.130","10.128.0.243","SMB","139","64","STATUS_SUCCESS","Session Setup AndX Request"
"1111","39.912210","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50999 [ACK] Seq=132 Ack=223 Win=64240 Len=0"
"1112","39.940132","10.128.0.243","172.16.156.130","SMB","171","64","STATUS_SUCCESS","Session Setup AndX Response"
"1113","39.940359","172.16.156.130","10.128.0.243","TCP","54","","","50975  >  445 [FIN, ACK] Seq=223 Ack=321 Win=63920 Len=0"
"1114","39.940474","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50975 [ACK] Seq=321 Ack=224 Win=64239 Len=0"
"1115","39.940742","172.16.156.130","10.128.0.243","TCP","66","","","51000  >  445 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM"
"1116","39.967997","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50975 [RST, ACK] Seq=321 Ack=224 Win=64239 Len=0"
"1117","39.968127","10.128.0.243","172.16.156.130","TCP","58","","","445  >  51000 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"1118","39.968334","172.16.156.130","10.128.0.243","TCP","54","","","51000  >  445 [ACK] Seq=1 Ack=1 Win=64240 Len=0"
"1119","39.968454","172.16.156.130","10.128.0.243","TCP","186","","","51000  >  445 [PSH, ACK] Seq=1 Ack=1 Win=64240 Len=132 [TCP segment of a reassembled PDU]"
"1120","39.968556","10.128.0.243","172.16.156.130","TCP","54","","","445  >  51000 [ACK] Seq=1 Ack=133 Win=64240 Len=0"
"1121","39.968742","172.16.156.130","10.128.0.243","TCP","66","","","51001  >  445 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM"
"1122","39.993198","172.16.156.130","10.128.0.243","TCP","54","","","50999  >  445 [ACK] Seq=223 Ack=249 Win=63992 Len=0"
"1123","39.997438","10.128.0.243","172.16.156.130","TCP","58","","","445  >  51001 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"1124","39.997624","172.16.156.130","10.128.0.243","TCP","54","","","51001  >  445 [ACK] Seq=1 Ack=1 Win=64240 Len=0"
"1125","39.997776","172.16.156.130","10.128.0.243","TCP","186","","","51001  >  445 [PSH, ACK] Seq=1 Ack=1 Win=64240 Len=132 [TCP segment of a reassembled PDU]"
"1126","39.997880","10.128.0.243","172.16.156.130","TCP","54","","","445  >  51001 [ACK] Seq=1 Ack=133 Win=64240 Len=0"
"1127","39.998219","172.16.156.130","10.128.0.243","TCP","66","","","51002  >  445 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM"
"1128","40.030136","10.128.0.243","172.16.156.130","TCP","58","","","445  >  51002 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"1129","40.030298","172.16.156.130","10.128.0.243","TCP","54","","","51002  >  445 [ACK] Seq=1 Ack=1 Win=64240 Len=0"
"1130","40.030413","172.16.156.130","10.128.0.243","TCP","186","","","51002  >  445 [PSH, ACK] Seq=1 Ack=1 Win=64240 Len=132 [TCP segment of a reassembled PDU]"
"1131","40.030497","10.128.0.243","172.16.156.130","TCP","54","","","445  >  51002 [ACK] Seq=1 Ack=133 Win=64240 Len=0"
"1132","40.030701","172.16.156.130","10.128.0.243","TCP","66","","","51003  >  445 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM"
"1133","40.059318","10.128.0.243","172.16.156.130","TCP","58","","","445  >  51003 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"1134","40.059477","172.16.156.130","10.128.0.243","TCP","54","","","51003  >  445 [ACK] Seq=1 Ack=1 Win=64240 Len=0"
"1135","40.059626","172.16.156.130","10.128.0.243","TCP","186","","","51003  >  445 [PSH, ACK] Seq=1 Ack=1 Win=64240 Len=132 [TCP segment of a reassembled PDU]"
"1136","40.059739","10.128.0.243","172.16.156.130","TCP","54","","","445  >  51003 [ACK] Seq=1 Ack=133 Win=64240 Len=0"
"1137","40.059893","172.16.156.130","10.128.0.243","TCP","66","","","51004  >  445 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM"
"1138","40.088230","10.128.0.243","172.16.156.130","TCP","58","","","445  >  51004 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"1139","40.088432","172.16.156.130","10.128.0.243","TCP","54","","","51004  >  445 [ACK] Seq=1 Ack=1 Win=64240 Len=0"
"1140","40.088604","172.16.156.130","10.128.0.243","TCP","186","","","51004  >  445 [PSH, ACK] Seq=1 Ack=1 Win=64240 Len=132 [TCP segment of a reassembled PDU]"
"1141","40.088703","10.128.0.243","172.16.156.130","TCP","54","","","445  >  51004 [ACK] Seq=1 Ack=133 Win=64240 Len=0"
"1142","41.092599","172.16.156.130","10.128.0.243","TCP","54","","","50999  >  445 [FIN, ACK] Seq=223 Ack=249 Win=63992 Len=0"
"1143","41.092742","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50999 [ACK] Seq=249 Ack=224 Win=64239 Len=0"
"1144","41.092763","172.16.156.130","10.128.0.243","SMB","107","65","STATUS_SUCCESS","Echo Request"
"1145","41.092852","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50974 [ACK] Seq=498 Ack=63939 Win=64240 Len=0"
"1146","41.121134","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50999 [RST, ACK] Seq=249 Ack=224 Win=64239 Len=0"
"1147","41.121281","10.128.0.243","172.16.156.130","SMB","107","65","STATUS_SUCCESS","Echo Response"
"1148","41.122196","172.16.156.130","10.128.0.243","TCP","1514","","","50974  >  445 [ACK] Seq=63939 Ack=551 Win=63690 Len=1460 [TCP segment of a reassembled PDU]"
"1149","41.122214","172.16.156.130","10.128.0.243","TCP","1514","","","50974  >  445 [ACK] Seq=65399 Ack=551 Win=63690 Len=1460 [TCP segment of a reassembled PDU]"
"1150","41.122222","172.16.156.130","10.128.0.243","SMB","1287","65","STATUS_SUCCESS","Trans2 Secondary Request, FID: 0x0000"
"1151","41.122353","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50974 [ACK] Seq=551 Ack=65399 Win=64240 Len=0"
"1152","41.122521","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50974 [ACK] Seq=551 Ack=66859 Win=64240 Len=0"
"1153","41.122618","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50974 [ACK] Seq=551 Ack=68092 Win=64240 Len=0"
"1154","41.179458","10.128.0.243","172.16.156.130","SMB","146","65","STATUS_INVALID_PARAMETER","Trans2 Response<unknown>, Error: STATUS_INVALID_PARAMETER"
"1155","41.179707","172.16.156.130","10.128.0.243","TCP","1514","","","50976  >  445 [ACK] Seq=133 Ack=1 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1156","41.179720","172.16.156.130","10.128.0.243","TCP","1514","","","50976  >  445 [ACK] Seq=1593 Ack=1 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1157","41.179729","172.16.156.130","10.128.0.243","TCP","1206","","","50976  >  445 [PSH, ACK] Seq=3053 Ack=1 Win=64240 Len=1152 [TCP segment of a reassembled PDU]"
"1158","41.179802","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50976 [ACK] Seq=1 Ack=1593 Win=64240 Len=0"
"1159","41.179902","172.16.156.130","10.128.0.243","TCP","1514","","","50977  >  445 [ACK] Seq=133 Ack=1 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1160","41.179916","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50976 [ACK] Seq=1 Ack=3053 Win=64240 Len=0"
"1161","41.179917","172.16.156.130","10.128.0.243","TCP","1514","","","50977  >  445 [ACK] Seq=1593 Ack=1 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1162","41.179927","172.16.156.130","10.128.0.243","TCP","1206","","","50977  >  445 [PSH, ACK] Seq=3053 Ack=1 Win=64240 Len=1152 [TCP segment of a reassembled PDU]"
"1163","41.180034","172.16.156.130","10.128.0.243","TCP","1514","","","50978  >  445 [ACK] Seq=133 Ack=1 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1164","41.180038","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50976 [ACK] Seq=1 Ack=4205 Win=64240 Len=0"
"1165","41.180044","172.16.156.130","10.128.0.243","TCP","1514","","","50978  >  445 [ACK] Seq=1593 Ack=1 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1166","41.180053","172.16.156.130","10.128.0.243","TCP","1206","","","50978  >  445 [PSH, ACK] Seq=3053 Ack=1 Win=64240 Len=1152 [TCP segment of a reassembled PDU]"
"1167","41.180137","172.16.156.130","10.128.0.243","TCP","1514","","","50979  >  445 [ACK] Seq=133 Ack=1 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1168","41.180141","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50977 [ACK] Seq=1 Ack=1593 Win=64240 Len=0"
"1169","41.180149","172.16.156.130","10.128.0.243","TCP","1514","","","50979  >  445 [ACK] Seq=1593 Ack=1 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1170","41.180159","172.16.156.130","10.128.0.243","TCP","1206","","","50979  >  445 [PSH, ACK] Seq=3053 Ack=1 Win=64240 Len=1152 [TCP segment of a reassembled PDU]"
"1171","41.180238","172.16.156.130","10.128.0.243","TCP","1514","","","50980  >  445 [ACK] Seq=133 Ack=1 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1172","41.180269","172.16.156.130","10.128.0.243","TCP","1514","","","50980  >  445 [ACK] Seq=1593 Ack=1 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1173","41.180278","172.16.156.130","10.128.0.243","TCP","1206","","","50980  >  445 [PSH, ACK] Seq=3053 Ack=1 Win=64240 Len=1152 [TCP segment of a reassembled PDU]"
"1174","41.180289","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50977 [ACK] Seq=1 Ack=3053 Win=64240 Len=0"
"1175","41.180363","172.16.156.130","10.128.0.243","TCP","1514","","","50981  >  445 [ACK] Seq=133 Ack=1 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1176","41.180370","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50977 [ACK] Seq=1 Ack=4205 Win=64240 Len=0"
"1177","41.180374","172.16.156.130","10.128.0.243","TCP","1514","","","50981  >  445 [ACK] Seq=1593 Ack=1 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1178","41.180383","172.16.156.130","10.128.0.243","TCP","1206","","","50981  >  445 [PSH, ACK] Seq=3053 Ack=1 Win=64240 Len=1152 [TCP segment of a reassembled PDU]"
"1179","41.180451","172.16.156.130","10.128.0.243","TCP","1514","","","50982  >  445 [ACK] Seq=133 Ack=1 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1180","41.180461","172.16.156.130","10.128.0.243","TCP","1514","","","50982  >  445 [ACK] Seq=1593 Ack=1 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1181","41.180463","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50978 [ACK] Seq=1 Ack=1593 Win=64240 Len=0"
"1182","41.180471","172.16.156.130","10.128.0.243","TCP","1206","","","50982  >  445 [PSH, ACK] Seq=3053 Ack=1 Win=64240 Len=1152 [TCP segment of a reassembled PDU]"
"1183","41.180539","172.16.156.130","10.128.0.243","TCP","1514","","","50983  >  445 [ACK] Seq=133 Ack=1 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1184","41.180549","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50978 [ACK] Seq=1 Ack=3053 Win=64240 Len=0"
"1185","41.180550","172.16.156.130","10.128.0.243","TCP","1514","","","50983  >  445 [ACK] Seq=1593 Ack=1 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1186","41.180558","172.16.156.130","10.128.0.243","TCP","1206","","","50983  >  445 [PSH, ACK] Seq=3053 Ack=1 Win=64240 Len=1152 [TCP segment of a reassembled PDU]"
"1187","41.180620","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50978 [ACK] Seq=1 Ack=4205 Win=64240 Len=0"
"1188","41.180640","172.16.156.130","10.128.0.243","TCP","1514","","","50984  >  445 [ACK] Seq=133 Ack=1 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1189","41.180651","172.16.156.130","10.128.0.243","TCP","1514","","","50984  >  445 [ACK] Seq=1593 Ack=1 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1190","41.180658","172.16.156.130","10.128.0.243","TCP","1206","","","50984  >  445 [PSH, ACK] Seq=3053 Ack=1 Win=64240 Len=1152 [TCP segment of a reassembled PDU]"
"1191","41.180705","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50979 [ACK] Seq=1 Ack=1593 Win=64240 Len=0"
"1192","41.180720","172.16.156.130","10.128.0.243","TCP","1514","","","50985  >  445 [ACK] Seq=133 Ack=1 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1193","41.180730","172.16.156.130","10.128.0.243","TCP","1514","","","50985  >  445 [ACK] Seq=1593 Ack=1 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1194","41.180736","172.16.156.130","10.128.0.243","TCP","1206","","","50985  >  445 [PSH, ACK] Seq=3053 Ack=1 Win=64240 Len=1152 [TCP segment of a reassembled PDU]"
"1195","41.180787","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50979 [ACK] Seq=1 Ack=3053 Win=64240 Len=0"
"1196","41.180803","172.16.156.130","10.128.0.243","TCP","1514","","","50986  >  445 [ACK] Seq=133 Ack=1 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1197","41.180814","172.16.156.130","10.128.0.243","TCP","1514","","","50986  >  445 [ACK] Seq=1593 Ack=1 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1198","41.180823","172.16.156.130","10.128.0.243","TCP","1206","","","50986  >  445 [PSH, ACK] Seq=3053 Ack=1 Win=64240 Len=1152 [TCP segment of a reassembled PDU]"
"1199","41.180858","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50979 [ACK] Seq=1 Ack=4205 Win=64240 Len=0"
"1200","41.180891","172.16.156.130","10.128.0.243","TCP","1514","","","50987  >  445 [ACK] Seq=133 Ack=1 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1201","41.180901","172.16.156.130","10.128.0.243","TCP","1514","","","50987  >  445 [ACK] Seq=1593 Ack=1 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1202","41.180910","172.16.156.130","10.128.0.243","TCP","1206","","","50987  >  445 [PSH, ACK] Seq=3053 Ack=1 Win=64240 Len=1152 [TCP segment of a reassembled PDU]"
"1203","41.180948","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50980 [ACK] Seq=1 Ack=1593 Win=64240 Len=0"
"1204","41.181018","172.16.156.130","10.128.0.243","TCP","1514","","","50988  >  445 [ACK] Seq=133 Ack=1 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1205","41.181028","172.16.156.130","10.128.0.243","TCP","1514","","","50988  >  445 [ACK] Seq=1593 Ack=1 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1206","41.181029","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50980 [ACK] Seq=1 Ack=3053 Win=64240 Len=0"
"1207","41.181036","172.16.156.130","10.128.0.243","TCP","1206","","","50988  >  445 [PSH, ACK] Seq=3053 Ack=1 Win=64240 Len=1152 [TCP segment of a reassembled PDU]"
"1208","41.181100","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50980 [ACK] Seq=1 Ack=4205 Win=64240 Len=0"
"1209","41.181103","172.16.156.130","10.128.0.243","TCP","1514","","","50989  >  445 [ACK] Seq=133 Ack=1 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1210","41.181112","172.16.156.130","10.128.0.243","TCP","1514","","","50989  >  445 [ACK] Seq=1593 Ack=1 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1211","41.181119","172.16.156.130","10.128.0.243","TCP","1206","","","50989  >  445 [PSH, ACK] Seq=3053 Ack=1 Win=64240 Len=1152 [TCP segment of a reassembled PDU]"
"1212","41.181182","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50981 [ACK] Seq=1 Ack=1593 Win=64240 Len=0"
"1213","41.181186","172.16.156.130","10.128.0.243","TCP","1514","","","50990  >  445 [ACK] Seq=133 Ack=1 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1214","41.181195","172.16.156.130","10.128.0.243","TCP","1514","","","50990  >  445 [ACK] Seq=1593 Ack=1 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1215","41.181205","172.16.156.130","10.128.0.243","TCP","1206","","","50990  >  445 [PSH, ACK] Seq=3053 Ack=1 Win=64240 Len=1152 [TCP segment of a reassembled PDU]"
"1216","41.181266","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50981 [ACK] Seq=1 Ack=3053 Win=64240 Len=0"
"1217","41.181269","172.16.156.130","10.128.0.243","TCP","1514","","","50991  >  445 [ACK] Seq=133 Ack=1 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1218","41.181278","172.16.156.130","10.128.0.243","TCP","1514","","","50991  >  445 [ACK] Seq=1593 Ack=1 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1219","41.181288","172.16.156.130","10.128.0.243","TCP","1206","","","50991  >  445 [PSH, ACK] Seq=3053 Ack=1 Win=64240 Len=1152 [TCP segment of a reassembled PDU]"
"1220","41.181335","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50981 [ACK] Seq=1 Ack=4205 Win=64240 Len=0"
"1221","41.181355","172.16.156.130","10.128.0.243","TCP","1514","","","50992  >  445 [ACK] Seq=133 Ack=1 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1222","41.181366","172.16.156.130","10.128.0.243","TCP","1514","","","50992  >  445 [ACK] Seq=1593 Ack=1 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1223","41.181374","172.16.156.130","10.128.0.243","TCP","1206","","","50992  >  445 [PSH, ACK] Seq=3053 Ack=1 Win=64240 Len=1152 [TCP segment of a reassembled PDU]"
"1224","41.181417","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50982 [ACK] Seq=1 Ack=1593 Win=64240 Len=0"
"1225","41.181438","172.16.156.130","10.128.0.243","TCP","1514","","","50993  >  445 [ACK] Seq=133 Ack=1 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1226","41.181448","172.16.156.130","10.128.0.243","TCP","1514","","","50993  >  445 [ACK] Seq=1593 Ack=1 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1227","41.181457","172.16.156.130","10.128.0.243","TCP","1206","","","50993  >  445 [PSH, ACK] Seq=3053 Ack=1 Win=64240 Len=1152 [TCP segment of a reassembled PDU]"
"1228","41.181499","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50982 [ACK] Seq=1 Ack=3053 Win=64240 Len=0"
"1229","41.181525","172.16.156.130","10.128.0.243","TCP","1514","","","50994  >  445 [ACK] Seq=133 Ack=1 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1230","41.181535","172.16.156.130","10.128.0.243","TCP","1514","","","50994  >  445 [ACK] Seq=1593 Ack=1 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1231","41.181544","172.16.156.130","10.128.0.243","TCP","1206","","","50994  >  445 [PSH, ACK] Seq=3053 Ack=1 Win=64240 Len=1152 [TCP segment of a reassembled PDU]"
"1232","41.181570","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50982 [ACK] Seq=1 Ack=4205 Win=64240 Len=0"
"1233","41.181610","172.16.156.130","10.128.0.243","TCP","1514","","","50995  >  445 [ACK] Seq=133 Ack=1 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1234","41.181620","172.16.156.130","10.128.0.243","TCP","1514","","","50995  >  445 [ACK] Seq=1593 Ack=1 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1235","41.181629","172.16.156.130","10.128.0.243","TCP","1206","","","50995  >  445 [PSH, ACK] Seq=3053 Ack=1 Win=64240 Len=1152 [TCP segment of a reassembled PDU]"
"1236","41.181652","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50983 [ACK] Seq=1 Ack=1593 Win=64240 Len=0"
"1237","41.181716","172.16.156.130","10.128.0.243","TCP","1514","","","50996  >  445 [ACK] Seq=133 Ack=1 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1238","41.181726","172.16.156.130","10.128.0.243","TCP","1514","","","50996  >  445 [ACK] Seq=1593 Ack=1 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1239","41.181734","172.16.156.130","10.128.0.243","TCP","1206","","","50996  >  445 [PSH, ACK] Seq=3053 Ack=1 Win=64240 Len=1152 [TCP segment of a reassembled PDU]"
"1240","41.181739","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50983 [ACK] Seq=1 Ack=3053 Win=64240 Len=0"
"1241","41.181801","172.16.156.130","10.128.0.243","TCP","1514","","","50997  >  445 [ACK] Seq=133 Ack=1 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1242","41.181808","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50983 [ACK] Seq=1 Ack=4205 Win=64240 Len=0"
"1243","41.181811","172.16.156.130","10.128.0.243","TCP","1514","","","50997  >  445 [ACK] Seq=1593 Ack=1 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1244","41.181820","172.16.156.130","10.128.0.243","TCP","1206","","","50997  >  445 [PSH, ACK] Seq=3053 Ack=1 Win=64240 Len=1152 [TCP segment of a reassembled PDU]"
"1245","41.181886","172.16.156.130","10.128.0.243","TCP","1514","","","50998  >  445 [ACK] Seq=133 Ack=1 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1246","41.181889","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50984 [ACK] Seq=1 Ack=1593 Win=64240 Len=0"
"1247","41.181898","172.16.156.130","10.128.0.243","TCP","1514","","","50998  >  445 [ACK] Seq=1593 Ack=1 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1248","41.181906","172.16.156.130","10.128.0.243","TCP","1206","","","50998  >  445 [PSH, ACK] Seq=3053 Ack=1 Win=64240 Len=1152 [TCP segment of a reassembled PDU]"
"1249","41.181968","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50984 [ACK] Seq=1 Ack=3053 Win=64240 Len=0"
"1250","41.181974","172.16.156.130","10.128.0.243","TCP","1514","","","51000  >  445 [ACK] Seq=133 Ack=1 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1251","41.181985","172.16.156.130","10.128.0.243","TCP","1514","","","51000  >  445 [ACK] Seq=1593 Ack=1 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1252","41.181994","172.16.156.130","10.128.0.243","TCP","1206","","","51000  >  445 [PSH, ACK] Seq=3053 Ack=1 Win=64240 Len=1152 [TCP segment of a reassembled PDU]"
"1253","41.182038","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50984 [ACK] Seq=1 Ack=4205 Win=64240 Len=0"
"1254","41.182095","172.16.156.130","10.128.0.243","TCP","1514","","","51001  >  445 [ACK] Seq=133 Ack=1 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1255","41.182104","172.16.156.130","10.128.0.243","TCP","1514","","","51001  >  445 [ACK] Seq=1593 Ack=1 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1256","41.182111","172.16.156.130","10.128.0.243","TCP","1206","","","51001  >  445 [PSH, ACK] Seq=3053 Ack=1 Win=64240 Len=1152 [TCP segment of a reassembled PDU]"
"1257","41.182119","10.128.0.243","172.16.156.130","TCP","54","","","445  >  50985 [ACK] Seq=1 Ack=1593 Win=64240 Len=0"
"1258","41.182186","172.16.156.130","10.128.0.243","TCP","1514","","","51002  >  445 [ACK] Seq=133 Ack=1 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1259","41.182196","172.16.156.130","10.128.0.243","TCP","1514","","","51002  >  445 [ACK] Seq=1593 Ack=1 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
